date,volume
2019-05-05 00:00:00,30622.0
2019-05-05 01:00:00,30623.230654761905
2019-05-05 02:00:00,30624.46130952381
2019-05-05 03:00:00,30625.691964285714
2019-05-05 04:00:00,30626.92261904762
2019-05-05 05:00:00,30628.153273809523
2019-05-05 06:00:00,30629.383928571428
2019-05-05 07:00:00,30630.614583333336
2019-05-05 08:00:00,30631.84523809524
2019-05-05 09:00:00,30633.075892857145
2019-05-05 10:00:00,30634.30654761905
2019-05-05 11:00:00,30635.537202380954
2019-05-05 12:00:00,30636.76785714286
2019-05-05 13:00:00,30637.998511904763
2019-05-05 14:00:00,30639.229166666668
2019-05-05 15:00:00,30640.459821428572
2019-05-05 16:00:00,30641.690476190477
2019-05-05 17:00:00,30642.92113095238
2019-05-05 18:00:00,30644.15178571429
2019-05-05 19:00:00,30645.382440476194
2019-05-05 20:00:00,30646.6130952381
2019-05-05 21:00:00,30647.843750000004
2019-05-05 22:00:00,30649.07440476191
2019-05-05 23:00:00,30650.305059523813
2019-05-06 00:00:00,30651.535714285717
2019-05-06 01:00:00,30652.766369047622
2019-05-06 02:00:00,30653.997023809527
2019-05-06 03:00:00,30655.22767857143
2019-05-06 04:00:00,30656.458333333336
2019-05-06 05:00:00,30657.68898809524
2019-05-06 06:00:00,30658.919642857145
2019-05-06 07:00:00,30660.15029761905
2019-05-06 08:00:00,30661.380952380954
2019-05-06 09:00:00,30662.61160714286
2019-05-06 10:00:00,30663.842261904763
2019-05-06 11:00:00,30665.072916666668
2019-05-06 12:00:00,30666.303571428572
2019-05-06 13:00:00,30667.534226190477
2019-05-06 14:00:00,30668.76488095238
2019-05-06 15:00:00,30669.995535714286
2019-05-06 16:00:00,30671.22619047619
2019-05-06 17:00:00,30672.456845238095
2019-05-06 18:00:00,30673.6875
2019-05-06 19:00:00,30674.918154761905
2019-05-06 20:00:00,30676.14880952381
2019-05-06 21:00:00,30677.379464285714
2019-05-06 22:00:00,30678.61011904762
2019-05-06 23:00:00,30679.840773809523
2019-05-07 00:00:00,30681.071428571428
2019-05-07 01:00:00,30682.302083333332
2019-05-07 02:00:00,30683.532738095237
2019-05-07 03:00:00,30684.76339285714
2019-05-07 04:00:00,30685.994047619046
2019-05-07 05:00:00,30687.22470238095
2019-05-07 06:00:00,30688.455357142855
2019-05-07 07:00:00,30689.68601190476
2019-05-07 08:00:00,30690.916666666664
2019-05-07 09:00:00,30692.14732142857
2019-05-07 10:00:00,30693.377976190473
2019-05-07 11:00:00,30694.608630952378
2019-05-07 12:00:00,30695.839285714283
2019-05-07 13:00:00,30697.069940476187
2019-05-07 14:00:00,30698.30059523809
2019-05-07 15:00:00,30699.531249999996
2019-05-07 16:00:00,30700.7619047619
2019-05-07 17:00:00,30701.992559523806
2019-05-07 18:00:00,30703.22321428571
2019-05-07 19:00:00,30704.453869047615
2019-05-07 20:00:00,30705.68452380952
2019-05-07 21:00:00,30706.915178571424
2019-05-07 22:00:00,30708.14583333333
2019-05-07 23:00:00,30709.376488095233
2019-05-08 00:00:00,30710.607142857138
2019-05-08 01:00:00,30711.837797619042
2019-05-08 02:00:00,30713.068452380947
2019-05-08 03:00:00,30714.299107142855
2019-05-08 04:00:00,30715.52976190476
2019-05-08 05:00:00,30716.760416666664
2019-05-08 06:00:00,30717.99107142857
2019-05-08 07:00:00,30719.221726190473
2019-05-08 08:00:00,30720.452380952378
2019-05-08 09:00:00,30721.683035714283
2019-05-08 10:00:00,30722.91369047619
2019-05-08 11:00:00,30724.144345238095
2019-05-08 12:00:00,30725.375
2019-05-08 13:00:00,30726.605654761905
2019-05-08 14:00:00,30727.83630952381
2019-05-08 15:00:00,30729.066964285717
2019-05-08 16:00:00,30730.297619047622
2019-05-08 17:00:00,30731.528273809527
2019-05-08 18:00:00,30732.75892857143
2019-05-08 19:00:00,30733.989583333336
2019-05-08 20:00:00,30735.22023809524
2019-05-08 21:00:00,30736.450892857145
2019-05-08 22:00:00,30737.681547619053
2019-05-08 23:00:00,30738.912202380958
2019-05-09 00:00:00,30740.142857142862
2019-05-09 01:00:00,30741.373511904767
2019-05-09 02:00:00,30742.60416666667
2019-05-09 03:00:00,30743.834821428576
2019-05-09 04:00:00,30745.06547619048
2019-05-09 05:00:00,30746.296130952385
2019-05-09 06:00:00,30747.52678571429
2019-05-09 07:00:00,30748.757440476194
2019-05-09 08:00:00,30749.9880952381
2019-05-09 09:00:00,30751.218750000004
2019-05-09 10:00:00,30752.44940476191
2019-05-09 11:00:00,30753.680059523813
2019-05-09 12:00:00,30754.910714285717
2019-05-09 13:00:00,30756.14136904762
2019-05-09 14:00:00,30757.372023809523
2019-05-09 15:00:00,30758.602678571428
2019-05-09 16:00:00,30759.833333333332
2019-05-09 17:00:00,30761.063988095237
2019-05-09 18:00:00,30762.29464285714
2019-05-09 19:00:00,30763.525297619046
2019-05-09 20:00:00,30764.75595238095
2019-05-09 21:00:00,30765.986607142855
2019-05-09 22:00:00,30767.21726190476
2019-05-09 23:00:00,30768.447916666664
2019-05-10 00:00:00,30769.67857142857
2019-05-10 01:00:00,30770.909226190473
2019-05-10 02:00:00,30772.139880952378
2019-05-10 03:00:00,30773.370535714283
2019-05-10 04:00:00,30774.601190476187
2019-05-10 05:00:00,30775.83184523809
2019-05-10 06:00:00,30777.0625
2019-05-10 07:00:00,30778.293154761905
2019-05-10 08:00:00,30779.52380952381
2019-05-10 09:00:00,30780.754464285714
2019-05-10 10:00:00,30781.98511904762
2019-05-10 11:00:00,30783.215773809523
2019-05-10 12:00:00,30784.446428571428
