2019-05-01,30622.0
2019-05-02,30648.677419354837
2019-05-03,30675.354838709678
2019-05-04,30702.032258064515
2019-05-05,30728.709677419356
2019-05-06,30755.387096774193
2019-05-07,30782.064516129034
2019-05-08,30808.74193548387
2019-05-09,30835.41935483871
2019-05-10,30862.09677419355
2019-05-11,30888.774193548386
2019-05-12,30915.451612903227
2019-05-13,30942.129032258064
2019-05-14,30968.8064516129
2019-05-15,30995.483870967742
2019-05-16,31022.16129032258
2019-05-17,31048.83870967742
2019-05-18,31075.516129032258
2019-05-19,31102.1935483871
2019-05-20,31128.870967741936
2019-05-21,31155.548387096773
2019-05-22,31182.225806451614
2019-05-23,31208.90322580645
2019-05-24,31235.58064516129
2019-05-25,31262.25806451613
2019-05-26,31288.935483870966
2019-05-27,31315.612903225807
2019-05-28,31342.290322580644
2019-05-29,31368.967741935485
2019-05-30,31395.645161290322
2019-05-31,31422.322580645163
2019-06-01,31449.0
2019-06-02,31488.866666666665
2019-06-03,31528.733333333334
2019-06-04,31568.6
2019-06-05,31608.466666666667
2019-06-06,31648.333333333332
2019-06-07,31688.2
2019-06-08,31728.066666666666
2019-06-09,31767.933333333334
2019-06-10,31807.8
2019-06-11,31847.666666666668
2019-06-12,31887.533333333333
2019-06-13,31927.4
2019-06-14,31967.266666666666
2019-06-15,32007.133333333335
2019-06-16,32047.0
2019-06-17,32086.866666666665
2019-06-18,32126.733333333334
2019-06-19,32166.6
2019-06-20,32206.466666666667
2019-06-21,32246.333333333332
2019-06-22,32286.2
2019-06-23,32326.066666666666
2019-06-24,32365.933333333334
2019-06-25,32405.8
2019-06-26,32445.666666666668
2019-06-27,32485.533333333333
2019-06-28,32525.4
2019-06-29,32565.266666666666
2019-06-30,32605.133333333335
2019-07-01,32645.0
