2019-04-29,874.0
2019-04-30,1866.142857142857
2019-05-01,2858.285714285714
2019-05-02,3850.4285714285716
2019-05-03,4842.571428571428
2019-05-04,5834.714285714285
2019-05-05,6826.857142857143
2019-05-06,7819.0
2019-05-07,7826.428571428572
2019-05-08,7833.857142857143
2019-05-09,7841.285714285715
2019-05-10,7848.714285714285
2019-05-11,7856.142857142857
2019-05-12,7863.571428571428
2019-05-13,7871.0
2019-05-14,7636.0
2019-05-15,7401.0
2019-05-16,7166.0
2019-05-17,6931.0
2019-05-18,6696.0
2019-05-19,6461.0
2019-05-20,6226.0
2019-05-21,6455.428571428572
2019-05-22,6684.857142857143
2019-05-23,6914.285714285714
2019-05-24,7143.714285714285
2019-05-25,7373.142857142857
2019-05-26,7602.571428571428
2019-05-27,7832.0
2019-05-28,7662.142857142857
2019-05-29,7492.285714285715
2019-05-30,7322.428571428572
2019-05-31,7152.571428571428
2019-06-01,6982.714285714285
2019-06-02,6812.857142857143
2019-06-03,6643.0
2019-06-04,6700.857142857143
2019-06-05,6758.714285714285
2019-06-06,6816.571428571428
2019-06-07,6874.428571428572
2019-06-08,6932.285714285715
2019-06-09,6990.142857142857
2019-06-10,7048.0
2019-06-11,7141.285714285715
2019-06-12,7234.571428571428
2019-06-13,7327.857142857143
2019-06-14,7421.142857142857
2019-06-15,7514.428571428572
2019-06-16,7607.714285714286
2019-06-17,7701.0
2019-06-18,7585.142857142857
2019-06-19,7469.285714285715
2019-06-20,7353.428571428572
2019-06-21,7237.571428571428
2019-06-22,7121.714285714285
2019-06-23,7005.857142857143
2019-06-24,6890.0
2019-06-25,6968.714285714285
2019-06-26,7047.428571428572
2019-06-27,7126.142857142857
2019-06-28,7204.857142857143
2019-06-29,7283.571428571428
2019-06-30,7362.285714285714
2019-07-01,7441.0
2019-07-02,7439.142857142857
2019-07-03,7437.285714285715
2019-07-04,7435.428571428572
2019-07-05,7433.571428571428
2019-07-06,7431.714285714285
2019-07-07,7429.857142857143
2019-07-08,7428.0
2019-07-09,7392.857142857143
2019-07-10,7357.714285714285
2019-07-11,7322.571428571428
2019-07-12,7287.428571428572
2019-07-13,7252.285714285715
2019-07-14,7217.142857142857
2019-07-15,7182.0
2019-07-16,7197.571428571428
2019-07-17,7213.142857142857
2019-07-18,7228.714285714285
2019-07-19,7244.285714285715
2019-07-20,7259.857142857143
2019-07-21,7275.428571428572
2019-07-22,7291.0
2019-07-23,7173.714285714285
2019-07-24,7056.428571428572
2019-07-25,6939.142857142857
2019-07-26,6821.857142857143
2019-07-27,6704.571428571428
2019-07-28,6587.285714285714
2019-07-29,6470.0
