date,volume
31/01/2019,1547.807692
28/02/2019,1325.458333
31/03/2019,1230.423077
30/04/2019,1088.28
31/05/2019,1072.384615
30/06/2019,963.88
31/07/2019,1096.333333
31/08/2019,1100.592593
30/09/2019,1142.24
31/10/2019,1069.592593
30/11/2019,1179.653846
31/12/2019,1195.333333
31/01/2020,1314.307692
29/02/2020,1086.44
31/03/2020,1106.48
30/04/2020,1421.047619
31/05/2020,1275.916667
30/06/2020,1257.96
31/07/2020,1209.074074
